screen_name,tweet,source,reply,is_quote,favorite_count,retweet_count,hashtags,contain_url,contain_media,mention,lang,have_coordinate,name,use_location,have_description,have_url_17,followers_count,friends_count,friend_ratio,listed_count,statuses_count,favourites_count,account_created_at,verified,have_url_26,account_lang,use_banner,status
serbaserbi_indo,"Statement SAMPAH Amien Rais !!!!
 
#PartaiAllahTakutGenderuwo #JumatBerkah #PilihYangJernih #2019tetapjokowi #jokowi #pilpres2019 #nkri #jokowimaruf #jokowi2periode #umkm #prabowo #debatpilpres2019 #prabowosandi2019 #kubuhoax #kecebong #kampret #sandi #amin #stophoax https://t.co/CYxmTrIXlE",TweetCaster for Android,FALSE,FALSE,0,0,PartaiAllahTakutGenderuwo JumatBerkah PilihYangJernih 2019tetapjokowi jokowi pilpres2019 nkri jokowimaruf jokowi2periode umkm prabowo debatpilpres2019 prabowosandi2019 kubuhoax kecebong kampret sandi amin stophoax,FALSE,TRUE,FALSE,en,FALSE,Serba Serbi Indo,TRUE,TRUE,FALSE,8,1,8,0,7686,0,2017-11-01T10:48:21Z,FALSE,FALSE,en,FALSE,Human
bangkaposdotcom,"#PrabowoMenyapaKarawangBogor 
#prabowo 
#PrabowoMenyapaBogor 
#Jokowi 
#JokowiLagi 
#JokowiPresidenku 
#pemilu2019 
#pilpres2019 
https://t.co/lOs55Z9NVl",Twitter for Android,FALSE,FALSE,0,0,PrabowoMenyapaKarawangBogor prabowo PrabowoMenyapaBogor Jokowi JokowiLagi JokowiPresidenku pemilu2019 pilpres2019,TRUE,FALSE,FALSE,und,FALSE,bangkapos,TRUE,FALSE,FALSE,118,113,1.0442477876106195,0,2209,15,2018-09-05T14:27:27Z,FALSE,FALSE,en,TRUE,Human
DmKencana,"Uang Belum dipotong kuk Sudah Beredar, seperti apa tuh??....
Simak video <U+0001F447><U+0001F447><U+0001F447><U+0001F447>,

https://t.co/Fn4KbLcuX1

#Jokowi #prabowo #sandiaga #viralnews #viralvideo #VIRAL #YouTube #Online #Indonesia #VideoViral #uang #rupiah #pilpres2019 #ilc",Twitter for Android,FALSE,FALSE,0,0,Jokowi prabowo sandiaga viralnews viralvideo VIRAL YouTube Online Indonesia VideoViral uang rupiah pilpres2019 ilc,TRUE,FALSE,FALSE,in,FALSE,Damar Azhar,TRUE,TRUE,FALSE,15,124,0.12096774193548387,0,357,57,2017-11-11T17:07:33Z,FALSE,FALSE,id,TRUE,Human
bangkaposdotcom,"#prabowo 
#PrabowoMenyapaKarawangBogor 
#PrabowoMenyapaBogor 
#pemilu2019 
#pilpres2019 
https://t.co/833V50q0XS",Twitter for Android,FALSE,FALSE,0,0,prabowo PrabowoMenyapaKarawangBogor PrabowoMenyapaBogor pemilu2019 pilpres2019,TRUE,FALSE,FALSE,und,FALSE,bangkapos,TRUE,FALSE,FALSE,118,113,1.0442477876106195,0,2209,15,2018-09-05T14:27:27Z,FALSE,FALSE,en,TRUE,Human
OktavianaFirdha,"temenan mah netral2 aja ngapasi kgak pilipilih
baik kesapa aja
jahat kesapa aja,
HELLOOOWW<U+0001F62F>
ITU TEMEN BUKAN CAPRES<U+0001F60C><U+0001F64F><U+0001F3FB>
yg gaperlu dihujjat dpan blakang<U+0001F60E>
paling bener klo udh ngehujjat TEMEN

 #friendlymatch #pilpres2019 #02makindicintai #CapresKesepian #hujjat #recehantwitter",Twitter for Android,FALSE,FALSE,0,0,friendlymatch pilpres2019 02makindicintai CapresKesepian hujjat recehantwitter,FALSE,FALSE,FALSE,in,FALSE,firdhakhan,TRUE,TRUE,TRUE,0,37,0,0,42,33,2019-03-15T23:51:23Z,FALSE,TRUE,id,TRUE,Human
myllur_,"#ayoMERAHPUTIHkanINDONESIA<U+0001F1EE><U+0001F1E9>
#TETAPMERAHPUTIH<U+0001F1EE><U+0001F1E9>
#persatuanINDONESIA
#janganGOLPUT
#nyobloshepi
#iniMERAHPUTIHku<U+0001F1EE><U+0001F1E9>
#manaMERAHPUTIHmu
#IndonesiaMaju
#MERAHPUTIHsatukankita<U+0001F1EE><U+0001F1E9>
#Pilpres2019
#pâ€¦ https://t.co/F5StJfy8O2",Instagram,FALSE,FALSE,0,0,ayoMERAHPUTIHkanINDONESIA TETAPMERAHPUTIH persatuanINDONESIA janganGOLPUT nyobloshepi iniMERAHPUTIHku manaMERAHPUTIHmu IndonesiaMaju MERAHPUTIHsatukankita Pilpres2019 p,TRUE,FALSE,FALSE,und,TRUE,Myllur,FALSE,FALSE,FALSE,672,2435,0.27597535934291584,5,5181,211,2013-05-03T07:59:55Z,FALSE,FALSE,en,TRUE,Suspicious
cakrawala_RI,"PKS memang asal klaim aja, lagian warna putih juga universal !!!!

#PartaiKlaimSembarangan #JumatBerkah #2019tetapjokowi #jokowi #pilpres2019 #nkri #jokowimaruf #jokowi2periode #prabowo #debatpilpres2019 #prabowosandi2019 #kubuhoax #kecebong #kampret #sandi #amin #stophoax https://t.co/qMl4p0LVtc",TweetCaster for Android,FALSE,FALSE,0,0,PartaiKlaimSembarangan JumatBerkah 2019tetapjokowi jokowi pilpres2019 nkri jokowimaruf jokowi2periode prabowo debatpilpres2019 prabowosandi2019 kubuhoax kecebong kampret sandi amin stophoax,FALSE,TRUE,FALSE,in,FALSE,Cakrawala Indonesia,TRUE,TRUE,FALSE,4,2,2,0,7717,1,2017-11-01T07:20:03Z,FALSE,FALSE,en,FALSE,Human
fakta_indo1,"PKS memang asal klaim aja, lagian warna putih juga universal !!!!

#PartaiKlaimSembarangan #JumatBerkah #2019tetapjokowi #jokowi #pilpres2019 #nkri #jokowimaruf #jokowi2periode #prabowo #debatpilpres2019 #prabowosandi2019 #kubuhoax #kecebong #kampret #sandi #amin #stophoax https://t.co/EbT5tcNdV5",TweetCaster for Android,FALSE,FALSE,0,0,PartaiKlaimSembarangan JumatBerkah 2019tetapjokowi jokowi pilpres2019 nkri jokowimaruf jokowi2periode prabowo debatpilpres2019 prabowosandi2019 kubuhoax kecebong kampret sandi amin stophoax,FALSE,TRUE,FALSE,in,FALSE,Fakta Indo,TRUE,TRUE,FALSE,4,2,2,0,7704,0,2017-11-01T09:26:11Z,FALSE,FALSE,en,FALSE,Human
serbaserbi_indo,"PKS memang asal klaim aja, lagian warna putih juga universal !!!!

#PartaiKlaimSembarangan #JumatBerkah #2019tetapjokowi #jokowi #pilpres2019 #nkri #jokowimaruf #jokowi2periode #prabowo #debatpilpres2019 #prabowosandi2019 #kubuhoax #kecebong #kampret #sandi #amin #stophoax https://t.co/PgSpdl4IhY",TweetCaster for Android,FALSE,FALSE,0,0,PartaiKlaimSembarangan JumatBerkah 2019tetapjokowi jokowi pilpres2019 nkri jokowimaruf jokowi2periode prabowo debatpilpres2019 prabowosandi2019 kubuhoax kecebong kampret sandi amin stophoax,FALSE,TRUE,FALSE,in,FALSE,Serba Serbi Indo,TRUE,TRUE,FALSE,8,1,8,0,7686,0,2017-11-01T10:48:21Z,FALSE,FALSE,en,FALSE,Human
PakdeKoppig,"Presiden @jokowi : Jangan Golput, Nyoblos dulu Sebelum Liburan

Presiden Jokowi mengajak rakyat Indonesia menggunakan hak pilihnya dalam pemilihan presiden dan pemilihan legislatif pada 17 April 2019.

#Pilpres2019 #Nyoblos01BaruPiknik #PancasilavsKhilafah #WongKitoJokowiAmin https://t.co/F0QQmGdWv6",Twitter for Android,FALSE,FALSE,5,1,Pilpres2019 Nyoblos01BaruPiknik PancasilavsKhilafah WongKitoJokowiAmin,FALSE,TRUE,TRUE,in,FALSE,Indonesia.pusaka #2019JokowiPresidenRI,TRUE,TRUE,FALSE,87,180,0.48333333333333334,0,997,920,2018-04-02T12:35:43Z,FALSE,FALSE,en-gb,TRUE,Bot
2019Kemenangan,#Jokowi #MarufAmin #Pilpres2019 #2019TetapJokowi #2019PilihJokowi #JokowiHebat #JokowiPresidenku  #MariBerfikirCerdas #Batam #Kepri https://t.co/l2gGw7nByj,Twitter for Android,FALSE,FALSE,0,0,Jokowi MarufAmin Pilpres2019 2019TetapJokowi 2019PilihJokowi JokowiHebat JokowiPresidenku MariBerfikirCerdas Batam Kepri,FALSE,TRUE,FALSE,und,FALSE,Kemenangan Jokowi 2019,TRUE,TRUE,FALSE,52,490,0.10612244897959183,0,1912,14,2018-06-29T17:10:40Z,FALSE,FALSE,en,TRUE,Bot
2019Kemenangan,#Jokowi #MarufAmin #Pilpres2019 #2019TetapJokowi #2019PilihJokowi #JokowiHebat #JokowiPresidenku  #MariBerfikirCerdas #Batam #Kepri https://t.co/RK19NcMfKD,Twitter for Android,FALSE,FALSE,0,0,Jokowi MarufAmin Pilpres2019 2019TetapJokowi 2019PilihJokowi JokowiHebat JokowiPresidenku MariBerfikirCerdas Batam Kepri,FALSE,TRUE,FALSE,und,FALSE,Kemenangan Jokowi 2019,TRUE,TRUE,FALSE,52,490,0.10612244897959183,0,1912,14,2018-06-29T17:10:40Z,FALSE,FALSE,en,TRUE,Bot
2019Kemenangan,#Jokowi #MarufAmin #Pilpres2019 #2019TetapJokowi #2019PilihJokowi #JokowiHebat #JokowiPresidenku  #MariBerfikirCerdas #Batam #Kepri https://t.co/0cRQhEEgTl,Twitter for Android,FALSE,FALSE,0,0,Jokowi MarufAmin Pilpres2019 2019TetapJokowi 2019PilihJokowi JokowiHebat JokowiPresidenku MariBerfikirCerdas Batam Kepri,FALSE,TRUE,FALSE,und,FALSE,Kemenangan Jokowi 2019,TRUE,TRUE,FALSE,52,490,0.10612244897959183,0,1912,14,2018-06-29T17:10:40Z,FALSE,FALSE,en,TRUE,Bot
2019Kemenangan,#Jokowi #MarufAmin #Pilpres2019 #2019TetapJokowi #2019PilihJokowi #JokowiHebat #JokowiPresidenku  #MariBerfikirCerdas #Batam #Kepri https://t.co/1YnWkXFxrS,Twitter for Android,FALSE,FALSE,0,0,Jokowi MarufAmin Pilpres2019 2019TetapJokowi 2019PilihJokowi JokowiHebat JokowiPresidenku MariBerfikirCerdas Batam Kepri,FALSE,TRUE,FALSE,und,FALSE,Kemenangan Jokowi 2019,TRUE,TRUE,FALSE,52,490,0.10612244897959183,0,1912,14,2018-06-29T17:10:40Z,FALSE,FALSE,en,TRUE,Bot
PakdeKoppig,"2. Menurut Presiden @jokowi, pelaksanaan pesta demokrasi lima tahunan tersebut memerlukan pembiayaan yang besar sehingga amat disayangkan bila masyarakat tak memanfaatkan kesempatan tersebut.

#Pilpres2019 #Nyoblos01BaruPiknik #PancasilavsKhilafah #WongKitoJokowiAmin https://t.co/a6bNzXXEDP",Twitter for Android,TRUE,FALSE,0,1,Pilpres2019 Nyoblos01BaruPiknik PancasilavsKhilafah WongKitoJokowiAmin,FALSE,TRUE,TRUE,in,FALSE,Indonesia.pusaka #2019JokowiPresidenRI,TRUE,TRUE,FALSE,87,180,0.48333333333333334,0,997,920,2018-04-02T12:35:43Z,FALSE,FALSE,en-gb,TRUE,Bot
pantau_com,Maluku Utara Masuk Daerah Paling Rawan Konflik Pemilu https://t.co/vJxPUrPH28 #pantaucom #pemilu2019 #daerahkonflik #pilpres2019 #malukuutara,dlvr.it,FALSE,FALSE,0,0,pantaucom pemilu2019 daerahkonflik pilpres2019 malukuutara,TRUE,FALSE,FALSE,in,FALSE,Pantau.com,TRUE,TRUE,TRUE,2144,46,46.608695652173914,3,31966,9,2017-12-11T06:50:53Z,FALSE,TRUE,en,TRUE,Human
PakdeKoppig,"3. Hal itu disampaikan Presiden @jokowi selepas melaksanakan ibadah salat Jumat di Masjid Baitussalam, Istana Kepresidenan Bogor, Jawa Barat, pada Jumat, 29 Maret 2019.

#Pilpres2019 #Nyoblos01BaruPiknik #PancasilavsKhilafah #WongKitoJokowiAmin https://t.co/9hw40NHUgB",Twitter for Android,TRUE,FALSE,0,0,Pilpres2019 Nyoblos01BaruPiknik PancasilavsKhilafah WongKitoJokowiAmin,FALSE,TRUE,TRUE,in,FALSE,Indonesia.pusaka #2019JokowiPresidenRI,TRUE,TRUE,FALSE,87,180,0.48333333333333334,0,997,920,2018-04-02T12:35:43Z,FALSE,FALSE,en-gb,TRUE,bot
CiaChristy_,"Bentar lagi pilpres nih,yang dipilih presiden,jangan pilih yang bukan presiden:)
#PilihYangJernih 
#pilpres2019 
#Coblos01SudahTerbukti 
#PutihAdalahKita",Twitter for Android,FALSE,FALSE,1,0,PilihYangJernih pilpres2019 Coblos01SudahTerbukti PutihAdalahKita,FALSE,FALSE,FALSE,in,FALSE,Cia,FALSE,FALSE,FALSE,4,35,0.11428571428571428,0,137,174,2018-12-11T16:00:46Z,FALSE,FALSE,en,TRUE,bot
cakrawala_RI,"Nyatanya Jokowi-Maruf lebih unggul dan yg jelas ini BUKAN survei abal2 !!!

#01LebihUnggul #JokowiAminMENANG #JumatBerkah #PrabowoJumatanDimana #PilihYangJernih #2019tetapjokowi #jokowi #pilpres2019 #nkri #jokowimaruf #prabowo #debatpilpres2019 #prabowosandi2019 https://t.co/OGLzkQGHTu",TweetCaster for Android,FALSE,FALSE,0,0,01LebihUnggul JokowiAminMENANG JumatBerkah PrabowoJumatanDimana PilihYangJernih 2019tetapjokowi jokowi pilpres2019 nkri jokowimaruf prabowo debatpilpres2019 prabowosandi2019,FALSE,TRUE,FALSE,in,FALSE,Cakrawala Indonesia,TRUE,TRUE,FALSE,4,2,2,0,7717,1,2017-11-01T07:20:03Z,FALSE,FALSE,en,FALSE,Human
serbaserbi_indo,"Nyatanya Jokowi-Maruf lebih unggul dan yg jelas ini BUKAN survei abal2 !!!

#01LebihUnggul #JokowiAminMENANG #JumatBerkah #PrabowoJumatanDimana #PilihYangJernih #2019tetapjokowi #jokowi #pilpres2019 #nkri #jokowimaruf #prabowo #debatpilpres2019 #prabowosandi2019 https://t.co/HsxsbMclVm",TweetCaster for Android,FALSE,FALSE,0,0,01LebihUnggul JokowiAminMENANG JumatBerkah PrabowoJumatanDimana PilihYangJernih 2019tetapjokowi jokowi pilpres2019 nkri jokowimaruf prabowo debatpilpres2019 prabowosandi2019,FALSE,TRUE,FALSE,in,FALSE,Serba Serbi Indo,TRUE,TRUE,FALSE,8,1,8,0,7686,0,2017-11-01T10:48:21Z,FALSE,FALSE,en,FALSE,Human
fakta_indo1,"Nyatanya Jokowi-Maruf lebih unggul dan yg jelas ini BUKAN survei abal2 !!!

#01LebihUnggul #JokowiAminMENANG #JumatBerkah #PrabowoJumatanDimana #PilihYangJernih #2019tetapjokowi #jokowi #pilpres2019 #nkri #jokowimaruf #prabowo #debatpilpres2019 #prabowosandi2019 https://t.co/vw21kOl0Wv",TweetCaster for Android,FALSE,FALSE,0,0,01LebihUnggul JokowiAminMENANG JumatBerkah PrabowoJumatanDimana PilihYangJernih 2019tetapjokowi jokowi pilpres2019 nkri jokowimaruf prabowo debatpilpres2019 prabowosandi2019,FALSE,TRUE,FALSE,in,FALSE,Fakta Indo,TRUE,TRUE,FALSE,4,2,2,0,7704,0,2017-11-01T09:26:11Z,FALSE,FALSE,en,FALSE,Human
AdindaWiranata,"10 jt lapangan kerja telah tercapai di era Jokowi-Jk.

#IslamDamaikanDunia #Pilpres2019 #JokowiLagi https://t.co/ERleieOWkS",Twitter for Android,FALSE,FALSE,8,0,IslamDamaikanDunia Pilpres2019 JokowiLagi,FALSE,TRUE,FALSE,in,FALSE,Wanita_Biasa,TRUE,TRUE,FALSE,1152,989,1.1648129423660263,1,2841,6572,2017-11-01T23:58:23Z,FALSE,FALSE,id,TRUE,Human
legaleraindo,"Erick merasa keberatan jika kasus yang menyeret Bowo dikait-kaitkan dengan upaya memenangkan duet bernomor urut 01 itu. #Pilpres2019
https://t.co/KpVldKl2vY",LegalEraIndonesia,FALSE,FALSE,0,0,Pilpres2019,TRUE,FALSE,FALSE,in,FALSE,Legal Era .ID,TRUE,TRUE,TRUE,105,15,7,0,17207,15,2016-03-05T02:56:29Z,FALSE,TRUE,id,TRUE,Suspicious
OPINI_id,"Belum ada janji dari Prabowo tentang Pertahanan Keamanan, Jokowi pun belum kelihatan reformasi pertahanan keamanannya. 

}---&gt; #DebatCapres04 #Hankam #Pilpres2019 #OpiniVideo

&gt;&gt; Tonton debat capres keempat Sabtu (30/03/2019) di https://t.co/7E1OV4rDut &lt;&lt; https://t.co/DVoO2umfrG",Socialbakers,FALSE,FALSE,4,3,DebatCapres04 Hankam Pilpres2019 OpiniVideo,TRUE,TRUE,FALSE,in,FALSE,OPINI.ID,TRUE,TRUE,TRUE,92894,125,743.152,157,12160,3051,2011-08-21T13:19:39Z,TRUE,TRUE,en,TRUE,Human
siqoqon,"di mana ada keriuhan, kekeruhan, kebisingan, kegaduhan, di situlah pertumbuhan terhambat. mereka yg gak senang indonesia maju adalah pihak2 di balik kegaduhan #pilpres2019 - ayo kita bersunyi &amp; dengarkan hati! jauhkan diri dari teman ngobrol politik. skrg hanya kita dan tuhan...",Twitter Web App,FALSE,FALSE,0,0,pilpres2019,FALSE,FALSE,FALSE,in,FALSE,si qoqon,TRUE,TRUE,TRUE,6,89,0.06741573033707865,0,507,76,2015-09-01T10:06:36Z,FALSE,TRUE,en,TRUE,Human
pantau_com,"Kampanye di Bogor, Prabowo Sesumbar Akan Sadarkan Koruptor https://t.co/rVM9zoZwdW #pantaucom #prabowosubianto #kampanyeprabowo #pilpres2019",dlvr.it,FALSE,FALSE,0,0,pantaucom prabowosubianto kampanyeprabowo pilpres2019,TRUE,FALSE,FALSE,in,FALSE,Pantau.com,TRUE,TRUE,TRUE,2144,46,46.608695652173914,3,31966,9,2017-12-11T06:50:53Z,FALSE,TRUE,en,TRUE,Human
medcom_id,"Nantikan #DebatCapres2019 Ronde Keempat dlm LIVE CHAT #DebatCapresMedcom di https://t.co/9nqDWmSMCM pada hari Sabtu, 30 Maret 2019 pukul 19.30-23.00 WIB. Jangan sampai kelewatan ya, Sobat Medcom!

#DebatPilpres #DebatPilpres2019 #Jokowi #Prabowo #Pilpres2019 #Pemilu2019 #MedcomID https://t.co/JdaFCcB0Gn",Sprout Social,FALSE,FALSE,0,0,DebatCapres2019 DebatCapresMedcom DebatPilpres DebatPilpres2019 Jokowi Prabowo Pilpres2019 Pemilu2019 MedcomID,TRUE,TRUE,FALSE,in,FALSE,MedcomID,TRUE,TRUE,TRUE,5483,34,161.26470588235293,14,80807,229,2017-08-30T10:17:22Z,TRUE,TRUE,en,TRUE,Human
flingkarmuslim,Semoga #pilpres2019 berlangsung aman ya pak... https://t.co/jFm771HtRs,Twitter for Android,FALSE,FALSE,0,0,pilpres2019,FALSE,TRUE,FALSE,in,FALSE,Forum Lingkar Muslim,FALSE,TRUE,FALSE,26,9,2.888888888888889,0,804,8,2013-12-13T16:14:15Z,FALSE,FALSE,en,FALSE,Human
pantau_com,Ini Kata Polri Soal Grup WA Diduga Polisi Menangkan Capres Tertentu https://t.co/AidEKvsg5G #pantaucom #polisi #polri #grupwhatsapp #pilpres2019,dlvr.it,FALSE,FALSE,0,2,pantaucom polisi polri grupwhatsapp pilpres2019,TRUE,FALSE,FALSE,in,FALSE,Pantau.com,TRUE,TRUE,TRUE,2144,46,46.608695652173914,3,31966,9,2017-12-11T06:50:53Z,FALSE,TRUE,en,TRUE,Human
MetroTVNewsRoom,"Berikut kumpulan aksi spontan capres Jokowi dan Prabowo. Saksikan video lengkap #METROTVNEWSROOM di https://t.co/MOneY2wY3h. Jangan lewatkan juga acaranya setiap Rabu LIVE pkl 20:05 WIB
#KnowledgeToElevate #MetroTVIndonesiaMemilih ##Pilpres2019 #DebatPilpres2019 https://t.co/BcynU0ud3j",Hootsuite Inc.,FALSE,FALSE,1,0,METROTVNEWSROOM KnowledgeToElevate MetroTVIndonesiaMemilih Pilpres2019 DebatPilpres2019,TRUE,TRUE,FALSE,in,FALSE,METROTV NEWSROOM,TRUE,TRUE,TRUE,505662,204,2478.735294117647,401,44893,738,2011-11-11T18:46:51Z,TRUE,TRUE,en,TRUE,Human
cakrawala_RI,"Jadinya Ijtima Pengusaha dongs .....
Hihihihi

#IjtimaUlamaDukungPengusaha #IjtimaUlama #JokowiAmin #JokowiCintaUlama #JumatBerkah #2019tetapjokowi #jokowi #pilpres2019 #nkri #prabowo #debatpilpres2019 #prabowosandi2019 #kubuhoax #kecebong #kampret #sandi #amin #stophoax https://t.co/XiSmlzAAco",TweetCaster for Android,FALSE,FALSE,0,0,IjtimaUlamaDukungPengusaha IjtimaUlama JokowiAmin JokowiCintaUlama JumatBerkah 2019tetapjokowi jokowi pilpres2019 nkri prabowo debatpilpres2019 prabowosandi2019 kubuhoax kecebong kampret sandi amin stophoax,FALSE,TRUE,FALSE,in,FALSE,Cakrawala Indonesia,TRUE,TRUE,FALSE,4,2,2,0,7717,1,2017-11-01T07:20:03Z,FALSE,FALSE,en,FALSE,Human
serbaserbi_indo,"Jadinya Ijtima Pengusaha dongs .....
Hihihihi

#IjtimaUlamaDukungPengusaha #IjtimaUlama #JokowiAmin #JokowiCintaUlama #JumatBerkah #2019tetapjokowi #jokowi #pilpres2019 #nkri #prabowo #debatpilpres2019 #prabowosandi2019 #kubuhoax #kecebong #kampret #sandi #amin #stophoax https://t.co/3QOaroQ4Qp",TweetCaster for Android,FALSE,FALSE,0,0,IjtimaUlamaDukungPengusaha IjtimaUlama JokowiAmin JokowiCintaUlama JumatBerkah 2019tetapjokowi jokowi pilpres2019 nkri prabowo debatpilpres2019 prabowosandi2019 kubuhoax kecebong kampret sandi amin stophoax,FALSE,TRUE,FALSE,in,FALSE,Serba Serbi Indo,TRUE,TRUE,FALSE,8,1,8,0,7686,0,2017-11-01T10:48:21Z,FALSE,FALSE,en,FALSE,Human
fakta_indo1,"Jadinya Ijtima Pengusaha dongs .....
Hihihihi

#IjtimaUlamaDukungPengusaha #IjtimaUlama #JokowiAmin #JokowiCintaUlama #JumatBerkah #2019tetapjokowi #jokowi #pilpres2019 #nkri #prabowo #debatpilpres2019 #prabowosandi2019 #kubuhoax #kecebong #kampret #sandi #amin #stophoax https://t.co/g9KbY3hXCS",TweetCaster for Android,FALSE,FALSE,0,0,IjtimaUlamaDukungPengusaha IjtimaUlama JokowiAmin JokowiCintaUlama JumatBerkah 2019tetapjokowi jokowi pilpres2019 nkri prabowo debatpilpres2019 prabowosandi2019 kubuhoax kecebong kampret sandi amin stophoax,FALSE,TRUE,FALSE,in,FALSE,Fakta Indo,TRUE,TRUE,FALSE,4,2,2,0,7704,0,2017-11-01T09:26:11Z,FALSE,FALSE,en,FALSE,Human
medcom_id,"Malam minggu pasti lebih seru karena #DebatCapresMedcom! Mau tahu aksi Jokowi dan Prabowo beradu argumen? Saksikan LIVE STREAMING #DebatCapres2019 Ronde Keempat di https://t.co/9nqDWmSMCM pada hari Sabtu (30/3) pkl 19.30-23.00 WIB. 

#Pilpres2019 #Jokowi #Prabowo #MedcomID https://t.co/mvoZGzYcJl",Sprout Social,FALSE,FALSE,1,1,DebatCapresMedcom DebatCapres2019 Pilpres2019 Jokowi Prabowo MedcomID,TRUE,TRUE,FALSE,in,FALSE,MedcomID,TRUE,TRUE,TRUE,5483,34,161.26470588235293,14,80807,229,2017-08-30T10:17:22Z,TRUE,TRUE,en,TRUE,Human
pantau_com,"Didukung Millennials Palembang, Ma\'ruf Amin Buka Kartu https://t.co/kIpQZMzMNq #pantaucom #jokowimaruf #pilpres2019",dlvr.it,FALSE,FALSE,0,0,pantaucom jokowimaruf pilpres2019,TRUE,FALSE,FALSE,in,FALSE,Pantau.com,TRUE,TRUE,TRUE,2144,46,46.608695652173914,3,31966,9,2017-12-11T06:50:53Z,FALSE,TRUE,en,TRUE,Human
salutzoe1,"https://t.co/bMUC66S9dI 
Km adalah creator (pencipta) kamu luarbiasa!.. Sub my chanel <U+2764><U+2764><U+2764><U+2764>#bilersalusart #Pilpres2019 #Nasional #<U+0E17><U+0E35><U+0E21><U+0E1E><U+0E35><U+0E23><U+0E0D><U+0E32>  #Dreamday #art #Indonesia #Artist #paintings #Creative #creator",Twitter for Android,FALSE,FALSE,1,0,bilersalusart Pilpres2019 Nasional <U+0E17><U+0E35><U+0E21><U+0E1E><U+0E35><U+0E23><U+0E0D><U+0E32> Dreamday art Indonesia Artist paintings Creative creator,TRUE,FALSE,FALSE,in,FALSE,bilersalusart,TRUE,TRUE,FALSE,6,53,0.11320754716981132,0,165,34,2012-08-15T12:05:04Z,FALSE,FALSE,id,TRUE,Human
salutzoe1,"https://t.co/N5byeEX9ML 
Sub my chanel <U+2764><U+2764><U+2764> #chatime #designs #cup #Competition #Indonesia #Bali #palembang #barong #srikandi #wayang #Pilpres2019",Twitter for Android,FALSE,FALSE,0,0,chatime designs cup Competition Indonesia Bali palembang barong srikandi wayang Pilpres2019,TRUE,FALSE,FALSE,en,FALSE,bilersalusart,TRUE,TRUE,FALSE,6,53,0.11320754716981132,0,165,34,2012-08-15T12:05:04Z,FALSE,FALSE,id,TRUE,Human
AdeputraWisnu,Begini Tanggapan Polri soal FUI Ikut Jaga TPS saat Hari Pencoblosan. #FUI #HariPencoblosan #Pemilu2019 #Pilpres2019 #polri #TPS.,Seesmic twhirl,FALSE,FALSE,0,0,FUI HariPencoblosan Pemilu2019 Pilpres2019 polri TPS,FALSE,FALSE,FALSE,in,FALSE,Wisnu Wardana adeputra,TRUE,TRUE,FALSE,12,23,0.5217391304347826,0,78,13,2018-12-14T04:30:29Z,FALSE,FALSE,en,TRUE,Human
bob_bay,"@Iwanpiliang7 @muhammadiyah @DPR_RI @fadlizon @Fahrihamzah @fahiraidris @NetizenTofa @Muslim_Bersatu1 @Yusrilihza_Mhd @mahendradatta @ZaitunRasmin @DivHumasHansip @Harisaritonang @prabowo @IreneViena @HusniKamilManik @KPU_RI @AkunTofa @KPU_ID @SBYudhoyono @hanumrais @MarwanBatubara @bpkri @RestyCayah @maspiyuuu @kospirasiglobal @karniilyas @GanangSoedirman @bawaslu_RI @KIPusat @realDonaldTrump @HukumDan @haikal_hassan @sudirmansaid @JonruGintingNew @tvOneNews @HillaryClinton @opposite6890 @IRIglobal @osce_odihr @PACE_News @aceproject_org @jack @randizuckerberg @Twitter @facebook @MayWongCNA @kratonjogja #Pilpres2019 #vote #Election2019

Saya Coba mampir ke WEB KPURI
Ada ""sekilas"" Cerita SEJARAH 
KPU Sejak Pilpres Pertama 1955
Ini Screen-shot Paragraph Awal + 
Terakhir. Meski tak utuh dimuat
<U+0001F447>
Paling tidak, bisa jadi Simulasi
KAJIAN Suasana POLITIK 
INDONESIA Jelang 17Apr2019 https://t.co/9fkGeqgk1t",Twitter for Android,TRUE,FALSE,0,0,Pilpres2019 vote Election2019,FALSE,TRUE,TRUE,in,FALSE,Bob_Calon GueBerNur,TRUE,TRUE,TRUE,474,4171,0.11364181251498441,19,14159,16958,2011-06-26T11:09:00Z,FALSE,TRUE,en,TRUE,Suspicious
cakrawala_RI,"Baru pimpin skala kecil aja rugi, masa mau pimpin negara....
Waras?

#GagalManing #SaratogaDown #JumatBerkah #SandiwaraUno #KoalisiPrabohong #19HariLagiCoblosCapres02 #GerakanSubuhBerjamaah #PrabowoaMenyapaKarawangBogor #2019tetapjokowi #jokowi #pilpres2019 #nkri #jokowimaruf https://t.co/CUv4SQvgOq",TweetCaster for Android,FALSE,FALSE,0,0,GagalManing SaratogaDown JumatBerkah SandiwaraUno KoalisiPrabohong 19HariLagiCoblosCapres02 GerakanSubuhBerjamaah PrabowoaMenyapaKarawangBogor 2019tetapjokowi jokowi pilpres2019 nkri jokowimaruf,FALSE,TRUE,FALSE,in,FALSE,Cakrawala Indonesia,TRUE,TRUE,FALSE,4,2,2,0,7717,1,2017-11-01T07:20:03Z,FALSE,FALSE,en,FALSE,Human
